timestamp,protocol,src_ip,src_port,dst_ip,dst_port,size_bytes,alert
2026-05-22 16:58:17.131,UDP,192.168.0.99,54030,239.255.255.250,15600,77,
2026-05-22 16:58:17.133,TCP,192.168.0.236,36724,192.168.0.160,8009,196,
2026-05-22 16:58:17.137,TCP,192.168.0.160,8009,192.168.0.236,36724,176,
2026-05-22 16:58:17.138,TCP,192.168.0.236,36724,192.168.0.160,8009,66,
2026-05-22 16:58:17.244,HTTPS,192.168.0.236,33730,209.177.156.197,443,66,
2026-05-22 16:58:17.274,HTTPS,209.177.156.197,443,192.168.0.236,33730,84,
2026-05-22 16:58:17.293,HTTPS,209.177.156.197,443,192.168.0.236,33730,93,
2026-05-22 16:58:17.294,HTTPS,192.168.0.236,33730,209.177.156.197,443,66,
2026-05-22 16:58:17.540,UDP,192.168.0.176,63705,255.255.255.255,6667,214,
2026-05-22 16:58:17.952,UDP,192.168.0.178,42572,239.255.255.250,15600,77,
2026-05-22 16:58:19.487,UDP,192.168.0.9,55142,255.255.255.255,6667,214,
2026-05-22 16:58:21.023,UDP,192.168.0.178,40101,192.168.0.255,15600,77,
2026-05-22 16:58:21.228,UDP,192.168.0.194,49154,255.255.255.255,6667,230,
2026-05-22 16:58:21.741,UDP,192.168.0.244,56446,255.255.255.255,6667,214,
2026-05-22 16:58:22.560,UDP,192.168.0.176,63705,255.255.255.255,6667,214,
2026-05-22 16:58:23.070,UDP,192.168.0.99,35595,239.255.255.250,15600,77,
2026-05-22 16:58:23.992,UDP,192.168.0.178,48732,239.255.255.250,15600,77,
2026-05-22 16:58:24.504,UDP,192.168.0.9,55142,255.255.255.255,6667,214,
